index,max_speed,max_rotation,max_acc,avg_acc,avg_rotation,avg_speed,min_acc,min_speed,min_rotation,score
1,0,0.0019683838,0.856567,0.471723698,0.0010147094669999998,0.0,0.1378429,0.0,0.0002746582,10.0
2,0,0.0019683838,0.856567,0.428020033,0.0008880615225999999,0.0,0.1378429,0.0,6.1035155999999994e-05,10.0
3,0,0.0030364990000000002,0.856567,0.36262119829999995,0.0011642456026,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
4,0,0.0030364990000000002,0.856567,0.35591226569999995,0.0011093139626,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
5,0,0.0030364990000000002,0.856567,0.3296139456999999,0.0012573242126,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
6,0,0.0030364990000000002,0.856567,0.30965554469999995,0.0012557983326,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
7,0,0.0030364990000000002,0.6579274,0.2621576187,0.0012557983326,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
8,0,0.0030364990000000002,0.6579274,0.27388198269999997,0.0011184692282,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
9,0,0.0030364990000000002,0.53936553,0.2271601537,0.0010131835882,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
10,0,0.0030364990000000002,0.53936553,0.20503938010000003,0.0010253906192,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
11,0,0.0030364990000000002,0.53936553,0.19691188110000002,0.0009506225492,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
12,0,0.0030364990000000002,0.53936553,0.20494438210000002,0.0012268066336,0.0,0.016464353,0.0,6.1035155999999994e-05,10.0
13,0,0.0034637451,0.53936553,0.21162258180000001,0.0012695312436,0.0,0.070753574,0.0,6.1035155999999994e-05,10.0
14,0,0.008148193,0.53936553,0.2397693374,0.0020477294496,0.0,0.07750773400000001,0.0,6.1035155999999994e-05,10.0
15,0,0.008148193,0.53936553,0.25396672240000007,0.0022186278896,0.0,0.07750773400000001,0.0,6.1035155999999994e-05,10.0
16,0,0.008148193,0.4564786,0.2456780294,0.0022613524996,0.0,0.07750773400000001,0.0,6.1035155999999994e-05,10.0
17,0,0.008148193,0.4564786,0.25304974140000003,0.0027725219296000003,0.0,0.07750773400000001,0.0,6.1035155999999994e-05,10.0
18,0,0.008148193,0.4564786,0.24819073539999997,0.0032623290540000002,0.0,0.07750773400000001,0.0,0.0002746582,10.0
19,0,0.008148193,0.4564786,0.23691661240000003,0.003688049274,0.0,0.07750773400000001,0.0,0.00091552734,10.0
20,0,0.008148193,0.60137725,0.289303564,0.00419921871,0.0,0.07796788,0.0,0.0012207030999999999,10.0
21,0.26,0.008148193,0.60137725,0.339288699,0.0046264648,0.026000000000000002,0.07796788,0.0,0.0015411377,10.0
22,0.26,0.016464233,0.60137725,0.321664655,0.0059906005,0.052000000000000005,0.07796788,0.0,0.0015411377,10.0
23,0.26,0.017318726,0.60137725,0.34311142,0.0073760985900000004,0.078,0.07796788,0.0,0.0015411377,10.0
24,0.26,0.017532349,0.60137725,0.33603299900000005,0.00831451419,0.10400000000000001,0.07796788,0.0,0.0015411377,10.0
25,0.26,0.017532349,0.60137725,0.340845717,0.008825683669999999,0.13,0.07796788,0.0,0.0015411377,10.0
26,0.54,0.018600464,0.60137725,0.30273521,0.0105316163,0.184,0.07537353,0.0,0.0045318604,10.0
27,0.54,0.022003174,0.60137725,0.26919219559999996,0.012193298449999999,0.238,0.07537353,0.0,0.0045318604,10.0
28,0.54,0.022003174,0.60137725,0.2757713216,0.013023376610000002,0.292,0.07537353,0.0,0.0045318604,10.0
29,0.54,0.030517577999999997,1.2325518,0.3912297136,0.01562194837,0.346,0.07537353,0.0,0.005493164,9.3
