LAT,LONG,accX,accY,accZ,gyroX,gyroY,gyroZ,Speed,Rotation,Timestamp In mills,Timestamp In Date
18.57586887,73.90498571,-5.968651,1.5140343,-0.60137725,0.016555786,-0.11746216,-0.0060272217,0.0,-82.26162,1557000604487,05-May-2019
18.57586715,73.90498338,-5.949584,1.819674,-0.5890044,0.014862061,-0.15176392,0.005493164,0.26,-82.43509,1557000604688,05-May-2019
18.57586715,73.90498338,-6.76943,1.9567432,-0.13412762,0.014633179,-0.16305542,-0.016464233,0.26,-82.56204,1557000604888,05-May-2019
18.57586715,73.90498338,-7.6373987,2.7746334,-0.297714,0.008041382,-0.18009949,-0.017318726,0.26,-82.52396,1557000605089,05-May-2019
18.57586715,73.90498338,-7.8579645,2.3716836,0.28143692,0.00440979,-0.17520142,-0.017532349,0.26,-82.43375,1557000605289,05-May-2019
18.57586715,73.90498338,-7.331228,2.123426,0.302966,0.016342163,-0.17028809,-0.009002686,0.26,-82.43375,1557000605490,05-May-2019
18.57586724,73.90498137,-7.495286,2.14194,0.07537353,0.018051147,-0.1628418,-0.018600464,0.54,-82.53796,1557000605690,05-May-2019
18.57586724,73.90498137,-7.826831,2.4901776,0.119874716,0.019119263,-0.15943909,-0.022003174,0.54,-82.67067,1557000605891,05-May-2019
18.57586724,73.90498137,-6.752597,1.5207391,-0.2778709,0.018692017,-0.17774963,-0.013259888,0.54,-82.80483,1557000606092,05-May-2019
18.57586724,73.90498137,-7.6892424,1.8161345,1.2325518,0.02104187,-0.18606567,-0.030517578,0.54,-82.96498,1557000606293,05-May-2019
18.57586724,73.90498137,-7.311802,3.10603,-2.8723836,0.012939453,-0.1924591,-0.023910522,0.54,-83.15646,1557000606493,05-May-2019
18.57586745,73.90498111,-8.914354,2.4992633,-0.13763654,0.012084961,-0.18266296,-0.020721436,0.64,-83.06305,1557000606694,05-May-2019
18.57586745,73.90498111,-7.927627,2.18637,0.18847954,0.01890564,-0.1690216,-0.013473511,0.64,-83.07087,1557000606894,05-May-2019
18.57586745,73.90498111,-7.4947443,2.395454,-0.16437292,0.01272583,-0.14494324,-0.011352539,0.64,-83.05246,1557000607095,05-May-2019
18.57586745,73.90498111,-7.633333,1.991796,0.56617403,0.012298584,-0.1281128,-0.0058135986,0.64,-83.0313,1557000607296,05-May-2019
18.57586745,73.90498111,-7.4414644,2.05435,0.21099925,0.0071868896,-0.10232544,-0.01411438,0.64,-82.18212,1557000607496,05-May-2019
18.57586494,73.90498317,-8.160667,2.6633024,-0.30526304,0.0071868896,-0.08102417,-0.006668091,0.6,-81.67963,1557000607697,05-May-2019
18.57586494,73.90498317,-7.288223,1.7061663,0.10824025,0.015274048,-0.073135376,-0.0047454834,0.6,-81.83315,1557000607898,05-May-2019
18.57586494,73.90498317,-7.6560225,1.9669428,0.3869884,0.0099487305,-0.07400513,-0.009002686,0.6,-81.94811,1557000608099,05-May-2019
18.57586494,73.90498317,-7.1904798,2.1640248,-0.31994247,0.012084961,-0.086135864,-0.007080078,0.6,-82.10277,1557000608299,05-May-2019
18.57586494,73.90498317,-7.872565,2.2251596,0.3978898,0.022735596,-0.11489868,-0.0043182373,0.6,-82.40946,1557000608500,05-May-2019
18.57586352,73.90498607,-7.320063,1.3214531,1.5348914,0.019119263,-0.14686584,-0.012619019,0.32,-82.66837,1557000608701,05-May-2019
18.57586352,73.90498607,-6.531824,1.1581511,1.5117747,0.019958496,-0.18052673,-0.019439697,0.32,-82.96076,1557000608901,05-May-2019
18.57586352,73.90498607,-6.9296837,1.5405235,1.0531411,0.018051147,-0.22270203,-0.017745972,0.32,-82.96076,1557000609102,05-May-2019
18.57586352,73.90498607,-8.005,2.6676369,-1.001873,0.01550293,-0.24977112,-0.030944824,0.32,-83.40417,1557000609302,05-May-2019
18.57586352,73.90498607,-7.8108263,3.0693274,-0.7242852,0.015060425,-0.2885437,-0.014755249,0.32,-84.006905,1557000609503,05-May-2019
18.57586476,73.90498922,-8.683114,2.9777355,-0.14437991,0.022521973,-0.31581116,-0.027328491,0.7,-84.21508,1557000609704,05-May-2019
18.57586476,73.90498922,-7.968006,1.8179436,0.6198573,0.02166748,-0.35032654,-0.02861023,0.7,-84.4173,1557000609904,05-May-2019
18.57586476,73.90498922,-7.8756695,2.3208828,0.053785086,0.023590088,-0.38058472,-0.03883362,0.7,-84.63785,1557000610106,05-May-2019
18.57586476,73.90498922,-8.545086,2.9984994,-0.19200301,0.028915405,-0.4133911,-0.052261353,0.7,-84.852516,1557000610306,05-May-2019
18.57586476,73.90498922,-8.239162,2.1958208,0.43071234,0.02571106,-0.44960022,-0.04586792,0.7,-84.852516,1557000610506,05-May-2019
18.57587068,73.90499309,-9.032561,2.7976599,-0.30736983,0.02444458,-0.48646545,-0.037124634,1.31,-85.20883,1557000610707,05-May-2019
18.57587068,73.90499309,-0.82549036,2.3584747,0.27425838,0.025283813,-0.5224762,-0.03968811,1.31,-85.36457,1557000610909,05-May-2019
18.57587068,73.90499309,-0.39130193,2.0142598,0.42823005,0.03189087,-0.5593262,-0.050979614,1.31,-85.50855,1557000611109,05-May-2019
18.57587068,73.90499309,-0.11907256,2.8878098,-0.050661445,0.0105896,-0.5961914,-0.04458618,1.31,-85.50754,1557000611309,05-May-2019
18.57587068,73.90499309,-0.18777299,2.0593047,-0.21716952,0.008880615,-0.6157837,-0.062057495,1.31,-85.36198,1557000611509,05-May-2019
18.57588366,73.90500291,-0.9191446,2.6626415,-0.13934374,-9.1552734E-4,-0.624527,-0.05609131,2.2,-85.0656,1557000611711,05-May-2019
18.57588366,73.90500291,-0.26107675,2.1632905,0.3962257,7.9345703E-4,-0.6162262,-0.048202515,2.2,-84.6976,1557000611913,05-May-2019
18.57588366,73.90500291,-1.2718211,2.1104665,-0.06209898,0.046173096,-0.5893707,-0.07527161,2.2,-84.77661,1557000612113,05-May-2019
18.57588366,73.90500291,-1.162349,2.437643,-0.036720872,0.054489136,-0.55293274,-0.06652832,2.2,-85.07165,1557000612313,05-May-2019
18.57588366,73.90500291,-1.3647286,2.2773218,0.1256609,0.026992798,-0.5207672,-0.033935547,2.2,-85.11783,1557000612513,05-May-2019
18.57589453,73.90502121,-0.65142286,2.3330736,0.032285452,0.021240234,-0.4747467,-0.04373169,2.19,-85.01914,1557000612714,05-May-2019
18.57589453,73.90502121,-0.47338414,1.4159956,-0.12959623,0.05937195,-0.43725586,-0.04522705,2.19,-85.01914,1557000612914,05-May-2019
18.57589453,73.90502121,-1.2837987,1.8702092,0.700017,0.04232788,-0.43086243,-0.0051727295,2.19,-85.33097,1557000613116,05-May-2019
18.57589453,73.90502121,-0.675591,2.1125946,0.5634122,-0.011566162,-0.3888855,-0.05055237,2.19,-85.44648,1557000613316,05-May-2019
18.57589453,73.90502121,-0.71180356,1.4805055,-0.09590316,0.05342102,-0.3803711,-0.04032898,2.19,-85.44648,1557000613516,05-May-2019
18.5758978,73.90504634,-1.449488,2.726225,-0.06432247,0.003982544,-0.35289,-0.04862976,2.52,-85.76294,1557000613718,05-May-2019
18.5758978,73.90504634,-1.6319839,2.606227,-0.8663755,0.044036865,-0.37141418,-0.014755249,2.52,-86.13142,1557000613920,05-May-2019
18.5758978,73.90504634,-1.5496647,2.278535,0.2739731,0.024017334,-0.34797668,-0.011138916,2.52,-86.13142,1557000614119,05-May-2019
18.5758978,73.90504634,-2.1554065,1.9755964,0.936905,0.01676941,-0.28833008,-0.07952881,2.52,-86.61311,1557000614322,05-May-2019
18.5758978,73.90504634,-1.7996025,2.56117,0.2716772,0.024230957,-0.2425232,-0.044799805,2.52,-86.61311,1557000614520,05-May-2019
18.57589251,73.90507727,-1.7463787,2.5238657,-0.79056555,0.029342651,-0.14686584,-0.03137207,3.17,-87.30007,1557000614721,05-May-2019
18.57589251,73.90507727,-1.6527212,2.639792,-0.5663836,0.008255005,-0.040756226,-0.007293701,3.17,-87.619,1557000614921,05-May-2019
18.57589251,73.90507727,-1.7122102,2.4984093,-0.21140224,-0.01689148,-0.0047454834,0.005264282,3.17,-87.619,1557000615119,05-May-2019
18.576319,73.9035891,-1.2623589,2.5412307,-0.56464565,0.008041382,-0.0019836426,0.008895874,0.0,-87.51286,1557000615320,05-May-2019
18.576319,73.9035891,-2.1813617,1.9480524,0.9268742,-0.0041046143,-0.004119873,-0.006866455,0.0,-87.57745,1557000615522,05-May-2019
18.57588093,73.9051145,-1.477566,1.7316599,0.24267495,0.0076141357,5.79834E-4,0.0029296875,4.14,-87.64282,1557000615723,05-May-2019
18.57588093,73.9051145,-2.4840007,2.4307995,-0.60170364,-0.006668091,-0.004119873,-0.012420654,4.14,-87.60179,1557000615924,05-May-2019
18.57588093,73.9051145,-1.9442049,3.0453796,-0.8056665,-0.012207031,-0.0017700195,0.003982544,4.14,-87.60179,1557000616125,05-May-2019
18.57588093,73.9051145,-1.0377936,1.754838,0.62844956,0.009521484,-0.0028381348,-0.0045318604,4.14,-87.47673,1557000616326,05-May-2019
18.57588093,73.9051145,-0.2375834,1.9363155,1.2244332,-0.011138916,-0.0028381348,-0.012619019,4.14,-87.19431,1557000616528,05-May-2019
18.57586669,73.90515758,-0.984921,2.1770988,-0.123948336,-0.02861023,-0.011993408,0.0025024414,4.8,-86.62654,1557000616726,05-May-2019
18.57586669,73.90515758,-1.3598249,2.8509722,0.32069778,0.0033416748,-0.003692627,-0.014968872,4.8,-86.34478,1557000616928,05-May-2019
18.57586669,73.90515758,-0.8217118,2.530746,0.5587957,5.79834E-4,-0.008163452,0.008041382,4.8,-86.11412,1557000617129,05-May-2019
18.57586669,73.90515758,-0.3404498,2.0618634,-0.06873965,0.011230469,-0.0021972656,-2.746582E-4,4.8,-85.97455,1557000617329,05-May-2019
18.57586669,73.90515758,-1.4576159,2.5641809,-0.115668535,0.017410278,-0.0062408447,0.0018615723,4.8,-85.934975,1557000617531,05-May-2019
18.5758518,73.90520348,-1.336598,2.0709753,0.5808952,-0.0058135986,-0.009017944,0.026794434,4.66,-85.60932,1557000617730,05-May-2019
18.5758518,73.90520348,-2.9319582,3.3422365,-0.5410172,0.009735107,-0.0060272217,-7.019043E-4,4.66,-85.686714,1557000617931,05-May-2019
18.5758518,73.90520348,-2.0879612,2.32549,-0.4967405,0.014205933,-0.0055999756,-0.02178955,4.66,-85.876015,1557000618134,05-May-2019
18.5758518,73.90520348,-0.8979306,1.4937863,1.6101093,-0.0049591064,-0.011154175,0.015701294,4.66,-85.94589,1557000618333,05-May-2019
18.5758518,73.90520348,-0.5587139,1.6158352,0.19007397,0.012298584,-0.0049743652,0.01676941,4.66,-86.127205,1557000618533,05-May-2019
18.57582331,73.90526469,-1.5648344,1.6929522,0.108137816,0.046173096,-4.8828125E-4,-0.017532349,5.25,-86.66949,1557000618734,05-May-2019
18.57582331,73.90526469,-0.45852268,2.0497465,0.059706748,-2.746582E-4,-0.010726929,0.008682251,5.25,-86.84393,1557000618936,05-May-2019
18.57582331,73.90526469,-0.08551717,2.1534843,-0.16997856,0.0012207031,-0.007736206,-0.013046265,5.25,-86.90113,1557000619135,05-May-2019
18.57582331,73.90526469,-1.8215266,3.1414871,-1.4639027,0.037857056,-0.010299683,0.019119263,5.25,-87.32526,1557000619335,05-May-2019
18.57582331,73.90526469,-1.9802678,2.9085636,-1.1517752,-0.0055999756,-0.007095337,3.6621094E-4,5.25,-87.32526,1557000619536,05-May-2019
18.57580974,73.90531525,-1.1370916,3.3899632,-1.9583446,-0.09039307,-0.013702393,-0.02519226,5.72,-86.53214,1557000619737,05-May-2019
18.57580974,73.90531525,-0.823485,3.2266884,-1.1974307,0.02017212,0.0016326904,-0.0011291504,5.72,-86.65984,1557000619937,05-May-2019
18.57580974,73.90531525,-2.4402318,2.644328,0.4565538,0.043395996,0.006958008,0.010803223,5.72,-87.18797,1557000620138,05-May-2019
18.57580974,73.90531525,-2.5068433,2.018242,1.4490496,-0.026473999,0.008666992,-0.03201294,5.72,-86.98136,1557000620339,05-May-2019
18.57580974,73.90531525,-0.98219967,1.5619612,1.2749761,-0.009643555,0.004623413,-0.0058135986,5.72,-86.939156,1557000620539,05-May-2019
18.5757871,73.90538063,-1.042423,1.562048,0.4302884,0.014862061,0.0099487305,0.012084961,7.05,-87.13549,1557000620740,05-May-2019
18.5757871,73.90538063,0.100330114,1.3688755,1.7127099,0.02848816,0.009094238,0.012298584,7.05,-87.48368,1557000620941,05-May-2019
18.5757871,73.90538063,-2.437303,1.3686676,1.7080536,-0.017105103,0.0065307617,-0.0124053955,7.05,-87.386635,1557000621141,05-May-2019
18.5757871,73.90538063,-2.1358676,3.3611326,-1.4307805,-0.0053863525,0.006958008,-0.003036499,7.05,-87.40596,1557000621342,05-May-2019
18.5757871,73.90538063,-0.7835939,1.8649998,-0.32651377,0.016983032,0.0105896,-0.002822876,7.05,-87.58283,1557000621543,05-May-2019
18.57576394,73.90545581,-1.8507378,2.880556,-1.3223959,0.003768921,0.0031280518,0.0340271,7.9,-87.69461,1557000621742,05-May-2019
18.57576394,73.90545581,-1.3013625,1.3041863,-0.46141386,-0.009643555,0.008880615,-0.007095337,7.9,-87.57774,1557000621944,05-May-2019
18.57576394,73.90545581,1.1993182,2.3135028,0.153929,-0.015182495,-2.746582E-4,0.010375977,7.9,-87.57774,1557000622146,05-May-2019
18.57576394,73.90545581,-0.9882289,2.5683298,-1.0192147,0.0027008057,1.373291E-4,-0.011993408,7.9,-87.488434,1557000622345,05-May-2019
18.57576394,73.90545581,-3.1759353,3.317297,0.140412,-0.008361816,0.0014190674,-0.027755737,7.9,-87.42404,1557000622547,05-May-2019
18.57573641,73.905533,-1.1072034,2.057909,0.42993176,0.0137786865,0.004196167,-0.009429932,8.65,-87.57498,1557000622746,05-May-2019
18.57573641,73.905533,-0.030620813,2.1056147,-1.6026881,0.027420044,-7.019043E-4,0.018692017,8.65,-87.85336,1557000622950,05-May-2019
18.57573641,73.905533,1.0892923,1.3018241,0.10699175,-0.037765503,-0.0013427734,-0.014755249,8.65,-87.53475,1557000623148,05-May-2019
18.57573641,73.905533,-2.2899332,2.8057413,-0.7516972,-0.03968811,0.0054626465,-0.003250122,8.65,-86.93403,1557000623348,05-May-2019
18.57573641,73.905533,-0.96480024,1.8429322,1.6660724,0.013580322,-0.003479004,0.01890564,8.65,-86.708305,1557000623551,05-May-2019
18.57571889,73.9056168,-2.040268,3.4501104,-1.379773,0.020187378,-0.006881714,-0.0013275146,9.14,-86.708305,1557000623750,05-May-2019
18.57571889,73.9056168,-0.5666864,1.2439756,-0.4554826,-0.027755737,-0.0056152344,-0.022216797,9.14,-86.10055,1557000623950,05-May-2019
18.57571889,73.9056168,-4.217414,2.9686422,-0.13068163,-0.030944824,-0.003692627,-0.009643555,9.14,-85.579346,1557000624151,05-May-2019
18.57571889,73.9056168,0.50393593,2.2227764,-0.47067642,0.028915405,-0.010513306,0.039138794,9.14,-85.57956,1557000624351,05-May-2019
18.57571889,73.9056168,-0.9341892,2.5375757,-2.7101939,0.05192566,-0.004333496,7.9345703E-4,9.14,-85.891205,1557000624553,05-May-2019
18.5757024,73.90570008,-1.0895491,2.7948303,-0.06266308,-0.06248474,-0.0132751465,-0.038406372,8.77,-85.891205,1557000624752,05-May-2019
18.5757024,73.90570008,-1.3102145,3.2429886,0.16492367,0.025512695,-0.008377075,0.012939453,8.77,-85.05728,1557000624953,05-May-2019
18.5757024,73.90570008,-2.1079469,0.8051877,3.0831213,-0.0049591064,-0.011581421,0.0065460205,8.77,-84.731415,1557000625154,05-May-2019
18.5757024,73.90570008,-2.642075,3.532095,-1.0623578,-0.019866943,-0.020095825,-0.011352539,8.77,-84.2956,1557000625355,05-May-2019
18.5757024,73.90570008,-2.0890033,1.2027316,-0.330261,0.06619263,-0.006454468,-0.014755249,8.77,-84.97978,1557000625556,05-May-2019
18.57568119,73.90578252,-2.5709863,2.666963,-0.5203627,-0.009002686,-0.012420654,-0.025405884,8.53,-84.98829,1557000625756,05-May-2019
18.57568119,73.90578252,0.52385294,1.5019093,1.4993546,-0.0053863525,-0.007949829,-0.009429932,8.53,-84.90787,1557000625957,05-May-2019
18.57568119,73.90578252,-0.18420911,0.3380685,1.2104524,-0.006881714,0.0016326904,-0.006866455,8.53,-84.8329,1557000626158,05-May-2019
18.57568119,73.90578252,0.025124907,1.6863222,0.45044544,-0.025848389,-7.019043E-4,-0.010284424,8.53,-84.696556,1557000626358,05-May-2019
18.57568119,73.90578252,-1.9549733,2.1306238,-0.18649828,0.0059051514,0.0031280518,-0.0011291504,8.53,-84.696556,1557000626563,05-May-2019
18.57565842,73.90586059,-0.94624007,2.8347359,-0.97500086,0.0022888184,0.0014190674,0.0076141357,8.97,-84.7645,1557000626760,05-May-2019
18.57565842,73.90586059,-0.7843629,2.5481138,0.6895182,0.017623901,-0.0011291504,-0.017105103,8.97,-84.967995,1557000626961,05-May-2019
18.57565842,73.90586059,1.0811284,2.3767042,0.41137457,-0.049926758,1.5258789E-4,-0.018798828,8.97,-84.501236,1557000627162,05-May-2019
18.57565842,73.90586059,-0.8307049,1.2519798,0.4623201,-0.017532349,0.0022735596,-0.0019683838,8.97,-84.501236,1557000627360,05-May-2019
18.57565842,73.90586059,-2.2425044,2.362915,0.8072299,0.029129028,0.0035552979,0.01890564,8.97,-84.602325,1557000627572,05-May-2019
18.57563427,73.90594759,-0.70560884,1.974021,1.3056821,-0.0032653809,0.0018463135,0.015289307,9.31,-84.58955,1557000627762,05-May-2019
18.57563427,73.90594759,-1.9154985,2.4697628,0.95061743,0.0012207031,0.0022735596,0.015914917,9.31,-84.60896,1557000627963,05-May-2019
18.57563427,73.90594759,-1.0474645,2.6191034,0.5993519,-0.0015563965,-7.6293945E-5,0.009109497,9.31,-84.60855,1557000628165,05-May-2019
18.57563427,73.90594759,-1.3340883,3.046648,-0.7625921,0.0054779053,0.011642456,-0.0053863525,9.31,-84.66172,1557000628365,05-May-2019
18.57563427,73.90594759,0.094506145,1.3046818,0.32263088,0.0025024414,0.028060913,0.0065460205,9.31,-84.66172,1557000628565,05-May-2019
18.57560709,73.90603255,-0.5955324,2.7376242,-0.5943885,-0.015182495,0.02357483,0.018692017,9.65,-84.54355,1557000628767,05-May-2019
18.57560709,73.90603255,-2.6501026,2.536376,-0.65829676,-0.045013428,0.02720642,-0.0077209473,9.65,-84.0148,1557000628967,05-May-2019
18.57560709,73.90603255,-2.0212903,2.7840052,-1.2247722,-0.0034637451,0.026138306,-0.017532349,9.65,-83.87774,1557000629168,05-May-2019
18.57560709,73.90603255,-2.1903903,2.703948,-0.76711893,0.015487671,0.01612854,7.9345703E-4,9.65,-83.87774,1557000629367,05-May-2019
18.57560709,73.90603255,-0.96585107,2.0278778,0.16834533,0.0031280518,0.024856567,-0.02861023,9.65,-83.96796,1557000629571,05-May-2019
18.57557698,73.90612126,-0.62199306,1.941267,-0.20366454,0.017623901,0.01889038,-0.0058135986,9.65,-83.96377,1557000629769,05-May-2019
18.57557698,73.90612126,-0.76588494,2.836997,0.012550592,0.018478394,0.007171631,0.029342651,9.65,-84.1931,1557000629970,05-May-2019
18.57557698,73.90612126,0.10867417,2.5074525,-1.4771477,-0.016036987,-0.0021972656,0.011871338,9.65,-83.95911,1557000630170,05-May-2019
18.57557698,73.90612126,-0.8620458,1.6707673,-0.6669923,3.6621094E-4,-0.007095337,0.0101623535,9.65,-83.85692,1557000630372,05-May-2019
18.57555081,73.90621374,-0.062939525,1.6956606,1.7937821,-0.04864502,-0.0011291504,-0.030944824,9.57,-83.85692,1557000630574,05-May-2019
18.57555081,73.90621374,-2.987351,2.628141,-0.22407961,0.012512207,0.01335144,-0.018173218,9.57,-83.242424,1557000630772,05-May-2019
18.57555081,73.90621374,-1.0556571,2.524971,-1.4633003,0.037643433,0.010803223,0.016555786,9.57,-83.58165,1557000630973,05-May-2019
18.57555081,73.90621374,-0.5738708,2.9000597,-0.48574042,-0.039901733,0.0078125,0.0025024414,9.57,-83.58165,1557000631175,05-May-2019
18.57555081,73.90621374,0.69608504,2.3814502,0.85152864,-0.011352539,0.017608643,-0.010925293,9.57,-82.687965,1557000631375,05-May-2019
18.57552695,73.90630256,-1.0338851,3.3005648,-2.7918563,0.028915405,0.011230469,-0.011550903,9.19,-82.89892,1557000631580,05-May-2019
18.57552695,73.90630256,0.72681737,2.624084,-0.5659119,0.007827759,0.018463135,-0.035003662,9.19,-82.92138,1557000631775,05-May-2019
18.57552695,73.90630256,-2.7039015,2.9796019,-2.368619,-0.025619507,0.0137786865,-0.024139404,9.19,-82.541,1557000631978,05-May-2019
18.57552695,73.90630256,-1.0677661,2.7311306,-1.5382617,0.029556274,0.009521484,0.009094238,9.19,-82.72414,1557000632178,05-May-2019
18.57552695,73.90630256,-0.9331572,1.7058702,1.5610557,0.005264282,0.0067443848,3.6621094E-4,9.19,-82.68123,1557000632378,05-May-2019
18.57550699,73.90638483,-2.965997,1.721674,2.9238353,-0.0051727295,0.010375977,-0.0062408447,8.82,-82.50417,1557000632579,05-May-2019
18.57550699,73.90638483,-3.0200782,1.0196981,1.2842975,0.021453857,0.018676758,-0.0036773682,8.82,-82.58785,1557000632779,05-May-2019
18.57550699,73.90638483,-2.2375324,0.69227123,3.2002103,0.009735107,0.0054626465,0.018051147,8.82,-82.58785,1557000632981,05-May-2019
18.57550699,73.90638483,-2.1411731,0.500082,3.7286482,-0.023284912,0.009521484,-0.011993408,8.82,-82.2877,1557000633182,05-May-2019
18.57550699,73.90638483,-2.5823684,2.2145395,-2.3323302,-0.033935547,0.028274536,-0.0124053955,8.82,-81.95908,1557000633382,05-May-2019
18.57549249,73.9064697,-1.4209058,3.7933683,-4.7086377,0.009735107,0.029541016,0.013793945,8.44,-82.176704,1557000633583,05-May-2019
18.57549249,73.9064697,-0.99905217,3.3859568,-2.108675,0.01272583,0.022094727,0.023590088,8.44,-82.176704,1557000633782,05-May-2019
18.57549249,73.9064697,-1.8027055,2.2818403,0.56160235,-0.028396606,0.023788452,0.0069732666,8.44,-81.836296,1557000633983,05-May-2019
