LAT,LONG,accX,accY,accZ,gyroX,gyroY,gyroZ,Speed,Timestamp In mills,Timestamp In Date
18.55548318,73.94746394,-0.23874152,0.06321716,-0.046173096,0.0024108887,-0.02835083,-0.0069732666,0.47,1539451676211,13-Oct-2018
18.55548318,73.94746394,0.22230244,-0.18849564,0.0067744255,0.0019836426,-0.02217102,-0.0076141357,0.47,1539451676412,13-Oct-2018
18.55548318,73.94746394,-0.10411975,0.1075573,-0.05804646,-0.0010070801,-0.014923096,-0.004837036,0.47,1539451676612,13-Oct-2018
18.55548318,73.94746394,0.13839597,-0.110619545,-0.08546698,-0.0029144287,-0.008743286,-0.0012207031,0.47,1539451676813,13-Oct-2018
18.55548318,73.94746394,0.0037798285,-0.1609106,0.01659751,-0.007827759,-0.012145996,-0.0031280518,0.47,1539451677013,13-Oct-2018
18.55548608,73.94743022,0.18413335,-0.07962608,-0.01871562,-0.0012207031,-0.020462036,-0.0061187744,0.0,1539451677214,13-Oct-2018
18.55548608,73.94743022,0.055121735,0.03998089,-0.082072735,-0.0020599365,-0.037078857,-0.009307861,0.0,1539451677415,13-Oct-2018
18.55548608,73.94743022,0.4590502,-0.35201073,-0.0501616,0.003479004,-0.043258667,-0.012298584,0.0,1539451677615,13-Oct-2018
18.55548608,73.94743022,-0.44882974,0.31682968,-0.6002543,4.8828125E-4,-0.050933838,-0.015274048,0.0,1539451677816,13-Oct-2018
18.55548608,73.94743022,0.21662973,-0.21595287,-0.20530653,-1.5258789E-4,-0.05241394,-0.011444092,0.0,1539451678017,13-Oct-2018
18.55548819,73.94741489,-0.3291872,0.076467514,-0.12103164,0.0017700195,-0.04219055,-0.0101623535,0.0,1539451678218,13-Oct-2018
18.55548819,73.94741489,-5.976558E-4,-0.035393715,-0.052271128,-3.6621094E-4,-0.03515625,-0.0065460205,0.0,1539451678418,13-Oct-2018
18.55548819,73.94741489,0.21984364,-0.2269144,-0.0032835007,7.019043E-4,-0.024932861,-0.007171631,0.0,1539451678619,13-Oct-2018
18.55548819,73.94741489,-0.04506737,0.07330322,-0.053119898,-3.6621094E-4,-0.017471313,-0.0054779053,0.0,1539451678819,13-Oct-2018
18.55548819,73.94741489,-1.0661987,0.14169884,0.63204455,-0.0067596436,-0.023651123,0.0030517578,0.0,1539451679020,13-Oct-2018
18.55549106,73.94740013,1.367091,-0.6357899,0.4091599,-1.5258789E-4,-0.021942139,-0.015914917,0.0,1539451679221,13-Oct-2018
18.55549106,73.94740013,-0.4878604,0.032670975,-0.040917397,0.0015563965,-0.04475403,-0.0069732666,0.0,1539451679421,13-Oct-2018
18.55549106,73.94740013,-0.085063204,0.11616993,-0.10296941,0.0019836426,-0.057739258,-0.018692017,0.0,1539451679621,13-Oct-2018
18.55549106,73.94740013,-0.07691595,-0.11269379,-0.019304037,0.0011291504,-0.058380127,-0.01399231,0.0,1539451679823,13-Oct-2018
18.55549106,73.94740013,0.09234938,-0.0033063889,0.109797,9.1552734E-4,-0.05177307,-0.012924194,0.0,1539451680024,13-Oct-2018
18.55548938,73.94738976,0.17679507,-0.16247463,0.036996365,-7.9345703E-4,-0.03643799,-0.011657715,0.0,1539451680224,13-Oct-2018
18.55548938,73.94738976,-0.092430085,0.09549618,-0.17233968,-0.0022735596,-0.03302002,-0.004623413,0.0,1539451680425,13-Oct-2018
18.55548938,73.94738976,0.06372464,0.028439522,0.097973585,-0.0014343262,-0.027053833,-0.0029144287,0.0,1539451680625,13-Oct-2018
18.55548938,73.94738976,0.6277661,0.14983177,-0.69441676,-0.0056915283,-0.029190063,-0.0029144287,0.0,1539451680826,13-Oct-2018
18.55548938,73.94738976,-1.5714722,0.88424873,-0.094316006,-0.0067596436,-0.03665161,-0.0016479492,0.0,1539451681027,13-Oct-2018
18.55549552,73.947386,0.97607726,-0.5447941,0.4057417,-0.0027008057,-0.047943115,-0.0105896,0.31,1539451681227,13-Oct-2018
18.55549552,73.947386,-1.3449032,0.82225513,-0.3347895,-0.0027008057,-0.05305481,-0.0061187744,0.31,1539451681428,13-Oct-2018
18.55549552,73.947386,1.0666862,-0.5810232,0.4114442,4.8828125E-4,-0.059020996,-0.01272583,0.31,1539451681628,13-Oct-2018
18.55549552,73.947386,-0.8045342,0.49747467,-0.45373464,0.0032653809,-0.055618286,6.1035156E-5,0.31,1539451681829,13-Oct-2018
18.55549552,73.947386,0.40258938,-0.3750677,0.56234,0.0011291504,-0.05987549,-0.004196167,0.31,1539451682029,13-Oct-2018
18.55550617,73.94737461,-0.16298002,0.22654057,-0.3372481,-0.00440979,-0.05519104,-0.009307861,0.37,1539451682231,13-Oct-2018
18.55550617,73.94737461,0.014302433,-0.013150215,-0.055232525,-0.0022888184,-0.055404663,-0.008026123,0.37,1539451682431,13-Oct-2018
18.55550617,73.94737461,1.2663268,-0.5059433,-0.4950235,-0.0054779053,-0.055618286,-0.0101623535,0.37,1539451682632,13-Oct-2018
18.55550617,73.94737461,-1.0247164,0.49410343,-0.4785514,0.0015563965,-0.06285095,-0.0065460205,0.37,1539451682832,13-Oct-2018
18.55550617,73.94737461,-0.1497443,0.44173908,0.25633168,-0.0027008057,-0.05987549,-0.0099487305,0.37,1539451683033,13-Oct-2018
18.5555142,73.94736391,-0.3192972,0.17663765,0.066343784,-7.9345703E-4,-0.06498718,-0.0033416748,0.38,1539451683233,13-Oct-2018
18.5555142,73.94736391,-0.20116931,-0.30497646,0.26777554,0.0045318604,-0.05709839,-0.012084961,0.38,1539451683434,13-Oct-2018
18.5555142,73.94736391,0.0913818,0.044718742,-0.08442807,-0.0018615723,-0.059020996,-0.011657715,0.38,1539451683635,13-Oct-2018
18.5555142,73.94736391,-0.0027804822,-0.2699957,0.050697803,6.1035156E-5,-0.06817627,-0.007598877,0.38,1539451683835,13-Oct-2018
18.5555142,73.94736391,0.5193258,0.031621933,0.024016619,0.007522583,-0.06541443,-0.019958496,0.38,1539451684036,13-Oct-2018
18.55551573,73.94735946,-0.6297799,0.6418495,-0.5640757,-0.0016479492,-0.07521057,-0.0065460205,0.27,1539451684237,13-Oct-2018
18.55551573,73.94735946,-0.51628757,0.21298409,0.14228678,0.01071167,-0.069244385,-0.015701294,0.27,1539451684438,13-Oct-2018
18.55551573,73.94735946,0.6946932,-0.7277756,0.36137915,0.00730896,-0.06796265,-0.015487671,0.27,1539451684639,13-Oct-2018
18.55551573,73.94735946,-0.3971611,0.28707695,-0.12809753,0.008804321,-0.052200317,-0.01272583,0.27,1539451684839,13-Oct-2018
18.55551573,73.94735946,-0.03676121,-0.07016659,0.20646262,2.746582E-4,-0.044525146,-0.009735107,0.27,1539451685040,13-Oct-2018
18.55551617,73.9473597,0.07086809,-0.113882065,0.13610196,-0.0027160645,-0.03643799,-0.0029144287,0.26,1539451685240,13-Oct-2018
18.55551617,73.9473597,0.5975659,-0.32059097,0.1029551,-0.0018463135,-0.04559326,-0.011016846,0.26,1539451685441,13-Oct-2018
18.55551617,73.9473597,-0.98504734,0.5174055,0.049420595,0.0026245117,-0.058380127,-0.0099487305,0.26,1539451685642,13-Oct-2018
18.55551617,73.9473597,0.68546796,-0.46142387,0.063881636,0.0026245117,-0.074783325,-0.014007568,0.26,1539451685842,13-Oct-2018
18.55551617,73.9473597,-0.11329252,0.17122555,-0.14177608,0.009017944,-0.083099365,-0.01953125,0.26,1539451686043,13-Oct-2018
18.55551654,73.94736241,-0.086885035,0.09304237,-0.46130443,0.011993408,-0.07839966,-0.01335144,0.0,1539451686243,13-Oct-2018
18.55551654,73.94736241,4.13768E-4,-0.055191994,0.1126914,0.0060272217,-0.06434631,-0.014205933,0.0,1539451686444,13-Oct-2018
18.55551654,73.94736241,0.12316728,-0.03545952,-0.011705875,0.003479004,-0.052841187,-0.009094238,0.0,1539451686645,13-Oct-2018
18.55551654,73.94736241,-0.14043903,0.030210495,-0.16002631,0.0051727295,-0.035369873,-0.009521484,0.0,1539451686846,13-Oct-2018
18.55551654,73.94736241,0.12177575,-0.23341846,0.42803073,0.01008606,-0.004486084,0.008590698,0.0,1539451687046,13-Oct-2018
18.55551558,73.94736358,0.07089782,0.018291473,0.19259977,-0.016342163,-0.011520386,0.0017700195,0.0,1539451687247,13-Oct-2018
18.55551558,73.94736358,-0.19253562,0.049786568,-0.25752306,0.008804321,-0.0061798096,6.1035156E-5,0.0,1539451687448,13-Oct-2018
18.55551558,73.94736358,0.09402766,-0.034358025,0.05642748,-0.0010070801,-0.005340576,0.003692627,0.0,1539451687649,13-Oct-2018
18.55551558,73.94736358,0.029813826,-0.08380318,0.4224484,-5.79834E-4,-0.0048980713,0.0013427734,0.0,1539451687849,13-Oct-2018
18.55551558,73.94736358,0.13568854,-0.011457443,-0.14525747,-5.79834E-4,-0.007888794,0.0032653809,0.0,1539451688051,13-Oct-2018
18.55550708,73.9473659,-0.09165188,0.031609535,0.0426116,-0.0027008057,-0.0010681152,0.0021972656,0.0,1539451688251,13-Oct-2018
18.55550708,73.9473659,0.11855967,-0.117780685,-0.19126225,0.0021972656,-6.4086914E-4,-0.0010070801,0.0,1539451688452,13-Oct-2018
18.55550708,73.9473659,-0.19038373,0.12071419,0.11496496,-0.0025024414,-6.4086914E-4,-7.9345703E-4,0.0,1539451688653,13-Oct-2018
18.55550708,73.9473659,0.037607253,0.06478405,0.07430625,0.0013427734,4.272461E-4,-0.0016326904,0.0,1539451688852,13-Oct-2018
18.55550708,73.9473659,0.05671765,0.11410332,0.015461445,-7.9345703E-4,4.272461E-4,-0.0018615723,0.0,1539451689053,13-Oct-2018
18.556691,73.9479281,-0.0040722787,-0.14195442,0.19278383,-5.79834E-4,-0.0014953613,-3.6621094E-4,0.0,1539451689254,13-Oct-2018
18.556691,73.9479281,-0.11424674,0.10286617,-0.12657666,2.746582E-4,4.272461E-4,-0.0020599365,0.0,1539451689454,13-Oct-2018
18.556691,73.9479281,-0.8602835,0.31099892,0.03732872,-0.0027008057,-2.1362305E-4,0.0021972656,0.0,1539451689655,13-Oct-2018
18.556691,73.9479281,0.48131788,-0.41427708,0.38697147,-0.0018615723,-6.4086914E-4,0.0021972656,0.0,1539451689856,13-Oct-2018
18.55549875,73.94737066,0.051442552,0.16481972,0.3172741,-1.5258789E-4,-0.0012817383,-7.9345703E-4,0.0,1539451690058,13-Oct-2018
18.55549875,73.94737066,-0.4009937,0.06479359,-0.03625655,-0.0024871826,-0.0059661865,-0.004837036,0.0,1539451690257,13-Oct-2018
18.55549875,73.94737066,0.087598,-0.0744524,-0.049257994,0.004119873,2.1362305E-4,-0.0022735596,0.0,1539451690458,13-Oct-2018
18.55549875,73.94737066,-0.015804566,0.009515762,-0.057201624,6.1035156E-5,-0.0036315918,-0.0010070801,0.0,1539451690659,13-Oct-2018
18.55549875,73.94737066,0.48347473,0.085074425,-0.22651267,4.8828125E-4,-2.1362305E-4,-0.009094238,0.0,1539451690859,13-Oct-2018
18.55549645,73.94737208,0.8332977,-0.44267845,0.3355267,-0.0012207031,-0.004486084,0.006881714,0.0,1539451691059,13-Oct-2018
18.55549645,73.94737208,-0.18377739,0.1622467,-0.18356347,-0.0016479492,-0.0021362305,-0.0010070801,0.0,1539451691260,13-Oct-2018
18.55549645,73.94737208,-0.016296178,-0.20155525,0.04263878,6.1035156E-5,0.008087158,-0.0016479492,0.0,1539451691460,13-Oct-2018
18.55549645,73.94737208,-0.0018515885,0.042676926,0.19569516,-0.0024871826,0.00340271,0.007095337,0.0,1539451691662,13-Oct-2018
18.55549645,73.94737208,-0.014498174,0.10799408,-0.14791393,-1.5258789E-4,0.008728027,-7.9345703E-4,0.0,1539451691863,13-Oct-2018
18.55549749,73.94736863,0.18005148,-0.19985676,-0.10089946,0.0036773682,0.007446289,0.0019836426,0.0,1539451692064,13-Oct-2018
18.55549749,73.94736863,0.13350686,-0.15402412,-0.001578331,7.019043E-4,0.004043579,-0.0014343262,0.0,1539451692264,13-Oct-2018
18.55549749,73.94736863,-0.074634925,0.14759636,-0.13182116,-0.0018615723,-0.0017089844,9.1552734E-4,0.0,1539451692465,13-Oct-2018
18.55549749,73.94736863,-0.07550565,0.043395042,0.13634062,0.0011291504,-0.0032043457,-0.0033416748,0.0,1539451692666,13-Oct-2018
18.55549749,73.94736863,0.020761475,-0.029294968,-0.14597273,-7.9345703E-4,-0.0061798096,-0.0010070801,0.0,1539451692866,13-Oct-2018
18.55549819,73.9473629,0.20611799,-0.03763008,-0.07020235,0.0034637451,-0.013000488,-0.0018615723,0.0,1539451693066,13-Oct-2018
18.55549819,73.9473629,0.012908667,0.019719124,-0.0045900345,0.0013427734,-0.022583008,-0.003768921,0.0,1539451693267,13-Oct-2018
18.55549819,73.9473629,-0.094331115,0.17108536,-0.09880257,0.0017700195,-0.034088135,-0.007171631,0.0,1539451693469,13-Oct-2018
18.55549819,73.9473629,0.12904674,-0.1321621,0.14764619,0.004333496,-0.046447754,-0.008453369,0.0,1539451693669,13-Oct-2018
18.55549819,73.9473629,3.4494698E-4,-0.026358604,0.011544824,0.0051727295,-0.061569214,-0.0099487305,0.0,1539451693869,13-Oct-2018
18.55549819,73.9473629,0.25093305,-0.10707188,-0.12635267,0.0062408447,-0.07223511,-0.012496948,0.0,1539451694070,13-Oct-2018
18.55549797,73.94736234,0.030843586,-0.054421425,-0.2374481,0.007736206,-0.087142944,-0.0137786865,0.0,1539451694271,13-Oct-2018
18.55549797,73.94736234,0.06482065,-0.004529953,-0.21196699,0.008804321,-0.10227966,-0.016555786,0.0,1539451694471,13-Oct-2018
18.55549797,73.94736234,0.06093383,-0.008559227,0.12386513,0.007095337,-0.118896484,-0.018478394,0.0,1539451694672,13-Oct-2018
18.55549797,73.94736234,0.052943766,-0.12644291,0.08339143,0.006881714,-0.1335907,-0.021026611,0.0,1539451694872,13-Oct-2018
18.55549797,73.94736234,-0.09841651,0.033966064,-0.21489811,0.008804321,-0.15254211,-0.02166748,0.0,1539451695074,13-Oct-2018
18.55549535,73.94736259,0.19052443,-0.12826061,0.03712523,0.0060272217,-0.16789246,-0.024871826,0.72,1539451695274,13-Oct-2018
18.55549535,73.94736259,-0.12905732,0.18289757,-0.009056091,0.0045318604,-0.18641663,-0.026138306,0.72,1539451695476,13-Oct-2018
18.55549535,73.94736259,0.22276664,-0.41809368,0.34547532,0.0028381348,-0.19302368,-0.035720825,0.72,1539451695676,13-Oct-2018
18.55549535,73.94736259,-0.509315,0.43607616,-0.24819851,-3.6621094E-4,-0.19537354,-0.046813965,0.72,1539451695877,13-Oct-2018
18.55548908,73.9473626,0.28824264,-0.24126053,0.511755,0.007522583,-0.19537354,-0.041488647,0.64,1539451696077,13-Oct-2018
18.55548908,73.9473626,0.7327264,-0.32336426,-0.27962565,0.012207031,-0.19281006,-0.03189087,0.64,1539451696277,13-Oct-2018
18.55548908,73.9473626,-0.4278442,0.40729237,-0.1911149,0.022216797,-0.20475769,-0.037002563,0.64,1539451696479,13-Oct-2018
18.55548908,73.9473626,-0.56528133,0.48026276,-0.24160922,0.010070801,-0.21731567,-0.03593445,0.64,1539451696680,13-Oct-2018
18.55548908,73.9473626,0.9172076,-0.77227306,0.6845386,0.008804321,-0.18643188,-0.0546875,0.64,1539451696879,13-Oct-2018
18.55548253,73.94736063,-0.80001044,0.6294384,-0.60537124,0.009643555,-0.15361023,-0.0340271,0.9,1539451697080,13-Oct-2018
18.55548253,73.94736063,0.31986922,-0.14819431,0.15755355,0.009017944,-0.11740112,-0.02230835,0.9,1539451697281,13-Oct-2018
18.55548253,73.94736063,-0.08395514,0.051962852,0.24194813,0.010925293,-0.1031189,-0.009735107,0.9,1539451697482,13-Oct-2018
18.55548253,73.94736063,-0.19176736,-0.34768677,0.14260435,0.009857178,-0.09736633,-0.019104004,0.9,1539451697683,13-Oct-2018
18.55548253,73.94736063,0.60368305,-0.030420303,-0.3883649,0.006454468,-0.07435608,-0.021240234,0.9,1539451697883,13-Oct-2018
18.55547433,73.94735884,-1.0589862,0.6798048,-0.01887989,-0.0076141357,-0.06072998,-0.003982544,0.88,1539451698083,13-Oct-2018
18.55547433,73.94735884,1.8781846,-0.7116947,0.29766393,0.0026245117,-0.046020508,-0.009735107,0.88,1539451698284,13-Oct-2018
18.55547433,73.94735884,-0.85439855,0.22650051,-0.4670236,-0.003982544,-0.03665161,-9.918213E-4,0.88,1539451698486,13-Oct-2018
18.55547433,73.94735884,0.5848975,0.4153881,0.14341462,0.0060272217,-0.015563965,-0.021881104,0.88,1539451698685,13-Oct-2018
18.55547433,73.94735884,-0.6148205,-0.14027214,0.11049461,0.0036773682,-0.018753052,-0.008666992,0.88,1539451698886,13-Oct-2018
18.55546632,73.94735833,-0.071561016,0.1231451,-0.09885907,0.0058135986,0.0025482178,-0.009735107,1.23,1539451699086,13-Oct-2018
18.55546632,73.94735833,0.119425535,-0.099580765,0.40062284,-7.9345703E-4,0.007461548,-0.004837036,1.23,1539451699288,13-Oct-2018
18.55546632,73.94735833,-0.06528959,0.21457863,-0.30555058,-0.0022888184,0.030471802,-0.0071868896,1.23,1539451699488,13-Oct-2018
18.55546632,73.94735833,-0.005699843,-0.026491165,0.07294345,0.0013427734,0.028121948,0.006881714,1.23,1539451699689,13-Oct-2018
18.55546632,73.94735833,0.05362779,0.07577801,-0.098820984,0.010513306,0.035995483,0.00944519,1.23,1539451699888,13-Oct-2018
18.55545322,73.94735888,-0.7820369,-0.32079506,-0.11703491,-0.0014343262,0.038772583,0.014129639,1.7,1539451700091,13-Oct-2018
18.55545322,73.94735888,3.006782,0.04356575,-0.8248992,-0.0014343262,0.06411743,0.0041046143,1.7,1539451700292,13-Oct-2018
18.55545322,73.94735888,-3.790709,1.500001,1.4247627,-0.0035552979,0.08117676,-0.008880615,1.7,1539451700492,13-Oct-2018
18.55545322,73.94735888,-0.5579717,0.5546589,-2.5598335,-0.023162842,0.06071472,0.036712646,1.7,1539451700693,13-Oct-2018
18.55545322,73.94735888,1.79657,-1.2515202,2.7128882,0.011352539,0.12463379,-0.037216187,1.7,1539451700892,13-Oct-2018
18.55543143,73.94736052,-1.4551674,1.0694494,-1.5392039,0.0024108887,0.07072449,0.05354309,2.99,1539451701093,13-Oct-2018
18.55543143,73.94736052,1.8121856,0.32206154,-0.6395501,0.022003174,0.09693909,-0.0016326904,2.99,1539451701295,13-Oct-2018
18.55543143,73.94736052,-5.0468607,1.1286831,-1.4303753,0.0051727295,0.036224365,0.048431396,2.99,1539451701494,13-Oct-2018
18.55543143,73.94736052,2.0969434,-0.96194077,0.87864256,-0.023590088,0.06561279,0.008590698,2.99,1539451701695,13-Oct-2018
18.55543143,73.94736052,-1.3286117,0.7846966,-0.118409276,0.0017700195,0.07626343,-0.012710571,2.99,1539451701896,13-Oct-2018
18.5553971,73.94736604,1.8533579,-0.77561283,0.6792807,0.021575928,0.05091858,0.03778076,4.31,1539451702096,13-Oct-2018
18.5553971,73.94736604,-1.4404181,0.7614546,-0.1519705,-0.0546875,0.049209595,-0.0029144287,4.31,1539451702298,13-Oct-2018
18.5553971,73.94736604,1.0507168,-0.08337784,-0.40877342,-0.055541992,0.049850464,-0.018478394,4.31,1539451702498,13-Oct-2018
18.5553971,73.94736604,-0.50286055,-0.025781631,-0.020795107,-0.003768921,0.03237915,0.006668091,4.31,1539451702699,13-Oct-2018
18.5553971,73.94736604,0.41372216,-0.2063446,0.43653727,0.01008606,0.03578186,0.008804321,4.31,1539451702899,13-Oct-2018
18.55535793,73.94737651,-0.16886482,-0.14498138,-0.039779186,-0.0018615723,0.027908325,0.008163452,4.36,1539451703100,13-Oct-2018
18.55535793,73.94737651,0.10274768,-0.13239098,-0.26126385,0.022857666,0.02470398,-0.005264282,4.36,1539451703301,13-Oct-2018
18.55535793,73.94737651,-0.33068347,0.2728672,0.41777778,-0.017196655,0.017684937,0.0026245117,4.36,1539451703502,13-Oct-2018
18.55535793,73.94737651,0.45914248,-0.3178072,0.22540712,0.0017700195,0.017242432,-0.0010070801,4.36,1539451703703,13-Oct-2018
18.55535793,73.94737651,-0.21927682,0.077653885,0.28605247,0.014556885,0.013839722,0.0019836426,4.36,1539451703903,13-Oct-2018
18.55532091,73.94738687,0.13743873,0.24318504,-0.48590708,0.007095337,-0.009597778,0.0128479,4.14,1539451704103,13-Oct-2018
18.55532091,73.94738687,-0.25392416,-0.3660164,0.8395773,0.007095337,-0.017684937,0.0032653809,4.14,1539451704304,13-Oct-2018
18.55532091,73.94738687,0.1892323,-0.05700493,-0.21735227,0.0024108887,-0.017471313,-0.0020751953,4.14,1539451704506,13-Oct-2018
18.55532091,73.94738687,-0.117328405,0.03304386,-0.2029872,0.017745972,-0.022369385,4.8828125E-4,4.14,1539451704705,13-Oct-2018
18.55532091,73.94738687,0.10472126,0.32729244,-0.09295368,-0.004196167,-0.02003479,0.0017700195,4.14,1539451704906,13-Oct-2018
18.5552884,73.94739904,-0.18031079,-0.23871803,-0.19750667,0.018600464,-0.011077881,0.012207031,3.84,1539451705106,13-Oct-2018
18.5552884,73.94739904,-0.36250567,0.19569874,0.09878349,0.0021972656,0.017044067,-0.011444092,3.84,1539451705308,13-Oct-2018
18.5552884,73.94739904,0.35526142,-0.05962944,-0.588411,-0.011871338,0.010864258,-0.0018615723,3.84,1539451705509,13-Oct-2018
18.5552884,73.94739904,0.09110814,-0.70021534,0.06893194,0.0051727295,0.010223389,0.012420654,3.84,1539451705708,13-Oct-2018
18.5552884,73.94739904,0.22104743,0.11546326,-0.12810421,0.016677856,0.01171875,-0.0035552979,3.84,1539451705909,13-Oct-2018
18.55525702,73.94742338,-0.3730055,0.265131,-0.067359805,-0.030395508,0.017044067,-0.017623901,5.02,1539451706110,13-Oct-2018
18.55525702,73.94742338,0.12704666,-0.24260426,-0.034138918,0.0134887695,0.0048980713,0.020095825,5.02,1539451706312,13-Oct-2018
18.55525702,73.94742338,-0.7394506,0.2712841,-0.6235163,0.019454956,0.0021362305,0.010284424,5.02,1539451706512,13-Oct-2018
18.55525702,73.94742338,0.6767148,-0.34170818,0.043399394,-0.029342651,0.0010528564,-0.020812988,5.02,1539451706712,13-Oct-2018
18.55525702,73.94742338,0.48582825,-0.05799961,0.4007734,-0.02784729,-0.007247925,0.0013427734,5.02,1539451706913,13-Oct-2018
18.55521487,73.94743053,-1.0853395,0.4110937,-0.79638505,0.016036987,-0.0061798096,0.0021972656,5.39,1539451707113,13-Oct-2018
18.55521487,73.94743053,0.31338078,-0.03484249,0.3025899,0.027542114,-0.0019226074,0.004119873,5.39,1539451707314,13-Oct-2018
18.55521487,73.94743053,-0.5644845,-0.16183949,0.32973552,-0.0061187744,-0.01171875,0.021377563,5.39,1539451707515,13-Oct-2018
18.55521487,73.94743053,0.5316245,0.08403301,0.20783818,-0.0054779053,-0.008743286,0.0026245117,5.39,1539451707715,13-Oct-2018
18.55521487,73.94743053,-0.77174586,-0.379961,0.47541642,-0.017410278,-0.004272461,-0.030838013,5.39,1539451707916,13-Oct-2018
18.55515871,73.9474488,0.16599649,0.43776894,-0.62018454,-5.79834E-4,-0.007247925,-0.014007568,5.95,1539451708116,13-Oct-2018
